content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Introduction,Month,Organisation,Total,NextIsLi,LastEndColon,LastLabel,Label
"'Mac OS X, based on NeXT's OPENSTEP and BSD Unix, was released on March 24, 2001 after several years of development. Aimed at consumers and professionals alike, Mac OS X aimed to combine the stability, reliability and security of Unix with the ease of use afforded by an overhauled user interface. To aid users in migrating from Mac OS 9, the new operating system allowed the use of OS 9 applications within Mac OS X as the Classic environment, which meant that users were able to continue running their old applications.",'1-1-2-1-2-2-1-1-2-2-5-2-2,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On May 19, 2001, Apple opened the first official Apple Retail Stores in Virginia and California. On July 9, they bought Spruce Technologies, a DVD authoring company. On October 23 of the same year, Apple announced the iPod portable digital audio player, and started selling it on November 10. The product was phenomenally successful — over 100 million units were sold within six years. In 2003, Apple's iTunes Store was introduced, offering online music downloads for $0.99 a song and integration with the iPod. The service quickly became the market leader in online music services, with over 5 billion downloads by June 19, 2008.",'1-1-2-1-2-2-1-1-2-2-5-2-3,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Since 2001, Apple's design team has progressively abandoned the use of translucent colored plastics first used in the iMac G3. This began with the PowerBook, made with titanium, and was followed by the iBook's white polycarbonate structure and the flat-panel iMac.",'1-1-2-1-2-2-1-1-2-2-5-2-4,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'At the Worldwide Developers Conference keynote address on June 6, 2005, Jobs announced that Apple would begin producing Intel-based Mac computers in 2006. On January 10, 2006, the new MacBook Pro and iMac became the first Apple computers to use Intel's Core Duo CPU. By August 7, 2006, Apple made the transition to Intel chips for the entire Mac product line—over one year sooner than announced. The Power Mac, iBook and PowerBook brands were retired during the transition; the Mac Pro, MacBook, and MacBook Pro became their respective successors. On April 29, 2009, The Wall Street Journal reported that Apple was building its own team of engineers to design microchips. Apple also introduced Boot Camp in 2006 to help users install Windows XP or Windows Vista on their Intel Macs alongside Mac OS X.",'1-1-2-1-2-2-1-1-2-2-5-2-5,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple's success during this period was evident in its stock price. Between early 2003 and 2006, the price of Apple's stock increased more than tenfold, from around $6 per share (split-adjusted) to over $80. In January 2006, Apple's market cap surpassed that of Dell. Nine years prior, Dell's CEO Michael Dell said that if he ran Apple he would ""shut it down and give the money back to the shareholders."" Although Apple's market share in computers had grown, it remained far behind competitors using Microsoft Windows, accounting for about 8% of desktops and laptops in the US.",'1-1-2-1-2-2-1-1-2-2-5-2-6,2,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'2007–10: Success with mobile devices,'1-1-2-1-2-2-1-1-2-2-6-1,0,0,0,1,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'Apple achieved widespread success with its iPhone, iPod Touch and iPad products, which introduced innovations in mobile phones, portable music players and personal computers respectively. In addition, the implementation of a store for the purchase of software applications represented a new business model. Touch screens had been invented and seen in mobile devices before, but Apple was the first to achieve mass market adoption of such a user interface that included particular pre-programmed touch gestures.",'1-1-2-1-2-2-1-1-2-2-6-2-1,2,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Delivering his keynote speech at the Macworld Expo on January 9, 2007, Jobs announced that Apple Computer, Inc. would from that point on be known as Apple Inc., because computers were no longer the main focus of the company, which had shifted its emphasis to mobile electronic devices. The event also saw the announcement of the iPhone and the Apple TV. The following day, Apple shares hit $97.80, an all-time high at that point. In May, Apple's share price passed the $100 mark.",'1-1-2-1-2-2-1-1-2-2-6-2-2,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In an article posted on Apple's website on February 6, 2007, Jobs wrote that Apple would be willing to sell music on the iTunes Store without digital rights management (DRM), thereby allowing tracks to be played on third-party players, if record labels would agree to drop the technology. On April 2, 2007, Apple and EMI jointly announced the removal of DRM technology from EMI's catalog in the iTunes Store, effective in May 2007. Other record labels eventually followed suit and Apple published a press release in January 2009 to announce the corresponding changes to the iTunes Store.",'1-1-2-1-2-2-1-1-2-2-6-2-3,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In July 2008, Apple launched the App Store to sell third-party applications for the iPhone and iPod Touch. Within a month, the store sold 60 million applications and registered an average daily revenue of $1 million, with Jobs speculating in August 2008 that the App Store could become a billion-dollar business for Apple. An October 2008 announcement by Jobs identified Apple as the third-largest mobile handset supplier in the world due to the popularity of the iPhone.",'1-1-2-1-2-2-1-1-2-2-6-2-4,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On December 16, 2008, Apple announced that 2009 would be the last year the corporation would be attending the Macworld Expo, after more than 20 years of attendance. The announcement also explained that senior vice president of Worldwide Product Marketing Philip Schiller would deliver the 2009 keynote address in lieu of the expected Jobs. The official press release explained that Apple was ""scaling back"" on trade shows generally, with Macworld Tokyo and Apple Expo in Paris, France two other events that the corporation had ceased attendance at. The enormous success of the Apple Retail Stores and website had rendered trade shows into a minor promotional channel and was cited as the primary reason for the change.",'1-1-2-1-2-2-1-1-2-2-6-2-5,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On January 14, 2009, an internal memo from Jobs announced that he would be taking a six-month medical leave of absence from Apple until the end of June 2009, during which time he would focus on his health. In the email, Jobs also stated that he realized ""the curiosity over my personal health continues to be a distraction not only for me and my family, but everyone else at Apple as well,"" further explaining that the break would allow the company ""to focus on delivering extraordinary products."" Despite Jobs's absence, Apple recorded its best non-holiday quarter (Q1 FY 2009) during the recession with a revenue of $8.16 billion and a profit of $1.21 billion.",'1-1-2-1-2-2-1-1-2-2-6-2-6,2,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
"'The MacBook Pro, Apple's first laptop with an Intel microprocessor, announced in January 2006.",'1-1-2-1-2-2-1-2-2,1,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,I
'Wikinews has related news:,'1-1-2-1-2-2-2-1-2-1,0,0,0,1,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'Apple unveils iPhone 4, iOS 4 at Worldwide Developers Conference 2010",'1-1-2-1-2-2-2-1-2-2-1-1,1,0,0,1,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Apple to give free cases, refunds to iPhone 4 owners",'1-1-2-1-2-2-2-1-2-2-1-2,1,0,0,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'Apple unveils new iPods, Apple TV; updates iOS, iTunes",'1-1-2-1-2-2-2-1-2-2-2,0,0,0,1,1,2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,I
"'Apple unveils new MacBook Air laptops, iLife '11 software suite",'1-1-2-1-2-2-2-1-2-2-3,1,0,0,1,1,2,1,0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,2,I
"'After years of speculation and multiple rumored ""leaks"", Apple announced a large screen, tablet-like media device known as the iPad on January 27, 2010. The iPad runs the same touch based operating system that the iPhone uses and many of the same iPhone apps are compatible with the iPad. This gave the iPad a large app catalog on launch even with very little development time before the release. Later that year on April 3, 2010, the iPad was launched in the US and sold more than 300,000 units on that day, reaching 500,000 by the end of the first week. In May of the same year, Apple's market cap exceeded that of competitor Microsoft for the first time since 1989.",'1-1-2-1-2-2-2-2-1-1-1-1-1-1,2,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Apple released the iPhone 4, which introduced video calling, multitasking, and a new uninsulated stainless steel design, which acts as the phone's antenna. Because of this antenna implementation, some iPhone 4 users reported a reduction in signal strength when the phone is held in specific ways. After a large amount of media coverage including mainstream news organizations, Apple held a press conference where they offered buyers a free rubber 'bumper' case, which had been proven to eliminate the signal reduction issue. Later that year Apple again refreshed its iPod line of MP3 players which introduced a multi-touch iPod Nano, iPod Touch with FaceTime, and iPod Shuffle with buttons which brought back the buttons of earlier generations.",'1-1-2-1-2-2-2-2-1-1-1-1-1-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In October 2010, Apple shares hit an all-time high, eclipsing $300. Additionally, on October 20, Apple updated their MacBook Air laptop, iLife suite of applications, and unveiled Mac OS X Lion, the last version with the name Mac OS X. On January 6, 2011, the company opened their Mac App Store, a digital software distribution platform, similar to the existing iOS App Store. Apple was featured in the documentary Something Ventured which premiered in 2011.",'1-1-2-1-2-2-2-2-1-1-1-1-1-3,2,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'2011–12: Steve Jobs's death,'1-1-2-1-2-2-2-2-1-1-1-1-2-1,0,0,0,1,1,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'On January 17, 2011, Jobs announced in an internal Apple memo that he would take another medical leave of absence, for an indefinite period, to allow him to focus on his health. Chief operating officer Tim Cook assumed Jobs's day-to-day operations at Apple, although Jobs would still remain ""involved in major strategic decisions for the company."" Apple became the most valuable consumer-facing brand in the world. In June 2011, Steve Jobs surprisingly took the stage and unveiled iCloud, an online storage and syncing service for music, photos, files and software which replaced MobileMe, Apple's previous attempt at content syncing.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-1,2,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'This would be the last product launch Jobs would attend before his death. It has been argued that Apple has achieved such efficiency in its supply chain that the company operates as a monopsony (one buyer, many sellers), in that it can dictate terms to its suppliers. In July 2011, due to the American debt-ceiling crisis, Apple's financial reserves were briefly larger than those of the U.S. Government.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On August 24, 2011, Jobs resigned his position as CEO of Apple. He was replaced by Tim Cook and Jobs became Apple's chairman. Prior to this, Apple did not have a chairman and instead had two co-lead directors, Andrea Jung and Arthur D. Levinson, who continued with those titles until Levinson became Chairman of the Board in November.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-3,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 4, 2011, Apple announced the iPhone 4S, which included an improved camera with 1080p video recording, a dual core A5 chip capable of 7 times faster graphics than the A4, an ""intelligent software assistant"" named Siri, and cloud-sourced data with iCloud. (The iPhone 4S was officially released on October 14, 2011.)",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-4,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 5, 2011, Apple announced that Jobs had died, marking the end of an era for Apple Inc.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-5,1,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,2,I
"'On October 29, 2011, Apple purchased C3 Technologies, a mapping company, for $240 million, becoming the third mapping company Apple has purchased. On January 10, 2012, Apple paid $500 million to acquire Anobit, an Israeli hardware company that developed and supplies a proprietary memory signal processing technology that improves the performance of flash-memory used in iPhones and iPads.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-6,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On January 19, 2012, Apple's Phil Schiller introduced iBooks Textbooks for iOS and iBook Author for Mac OS X in New York City. This was the first major announcement by Apple since the passing of Steve Jobs, who stated in his biography that he wanted to reinvent the textbook and education. The third-generation iPad was announced on March 7, 2012. It includes a Retina display, a new CPU, a five megapixel camera, and 1080p video recording.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-7,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On July 24, 2012, during a conference call with investors, Tim Cook said that he loved India, but that Apple was going to expect larger opportunities outside of India, citing the reason as the 30% sourcing requirement from India.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-8,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,2,I
"'On August 20, 2012, Apple's rising stock rose the company's value to a world-record $624 billion. This beat the non-inflation-adjusted record for market capitalization set by Microsoft in 1999. On August 24, 2012, a US jury ruled that Samsung should pay Apple $1.05 billion (£665m) in damages in an intellectual property lawsuit. Samsung said they will appeal the court ruling. Samsung subsequently prevailed on its motion to vacate this damages award, which the Court reduced by $450 million. The Court further granted Samsung's request for a new trial.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-9,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On September 12, 2012, Apple unveiled the iPhone 5, featuring an enlarged screen, more powerful processors, and running iOS 6. The latter includes a new mapping application (replacing Google Maps) that has attracted some criticism. It was made available on September 21, 2012, and became Apple's biggest iPhone launch, with over 2 million pre-orders pushing back the delivery date to late October.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-10,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 23, 2012, Apple unveiled the iPad Mini, which features a 7.9-inch screen in contrast to the iPad's 9.7-inch screen. Apple also released a third-generation 13-inch MacBook Pro with a Retina display; the fourth-generation iPad, featuring a faster processor and a Lightning dock connector; and new iMac and Mac Mini computers. After the launch of Apple's iPad Mini and fourth generation iPad on November 3, 2012, Apple announced that they had sold 3 million iPads in three days of the launch, but it did not mention the sales figures of specific iPad models.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-11,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On November 10, 2012, Apple confirmed a global settlement that would dismiss all lawsuits between Apple and HTC up to that date, in favor of a ten-year license agreement for current and future patents between the two companies. It is predicted that Apple will make $280 million a year from this deal with HTC.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-12,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In December 2012, in a TV interview for NBC's Rock Center and also aired on the Today morning show, Apple CEO Tim Cook said that in 2013 the company will produce one of its existing lines of Mac computers in the United States. In January 2013, Cook stated that he expected China to overtake the US as Apple's biggest market.",'1-1-2-1-2-2-2-2-1-1-1-1-2-2-13,2,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'2013–present: Acquisitions and expansion,'1-1-2-1-2-2-2-2-1-1-1-1-3-1,0,0,0,1,1,2,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,I
'See also: List of mergers and acquisitions by Apple,'1-1-2-1-2-2-2-2-1-1-1-1-3-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'In March 2013, Apple announced a patent for an augmented reality (AR) system that can identify objects in a live video stream and present information corresponding to these objects through a computer-generated information layer overlaid on top of the real-world image.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-2,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'At the Worldwide Developer's Conference on June 10, 2013, Apple announced the seventh iOS operating system alongside OS X Mavericks, the tenth version of Mac OS X, and a new Internet radio service called iTunes Radio. iOS 7 and OS X Mavericks are both expected to be released during fall 2013, while the iTunes Radio Service, which will be integrated with Apple's personal voice-assistant software program Siri, is scheduled for release in the second half of 2013. The radio service features more than 200 stations according to company's statement.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-3,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On July 2, 2013, Apple announced the recruitment of Paul Deneve, Belgian President and CEO of Yves Saint Laurent, to Apple's top ranks. A spokesperson for the company stated, ""We're thrilled to welcome Paul Deneve to Apple. He'll be working on special projects as a vice president reporting directly to Tim Cook.""",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-4,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Alongside Google vice-president Vint Cerf and AT&T CEO Randall Stephenson, Cook attended a closed-door summit held by President Obama on August 8, 2013 in regard to government surveillance and the Internet in the wake of the Edward Snowden NSA incident.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-5,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'A report on August 22, 2013 confirmed that Apple acquired Embark Inc., a small Silicon Valley-based mapping company. Embark builds free transit apps to help smartphone users navigate public transportation in U.S. cities such as New York, San Francisco and Chicago. Following the confirmation of the acquisition, an Apple spokesperson explained, ""Apple buys smaller technology companies from time to time, and we generally do not discuss our purpose or plans."" In November 2012, Embark claimed that over 500,000 people used its apps.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-6,2,0,0,1,0,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'An anonymous Apple employee revealed to the Bloomberg media publication that the opening of a Tokyo, Japan store is planned for 2014. The construction of the store will be completed in February 2014, but as of August 29, 2013, Takashi Takebayashi, a Tokyo-based spokesman for Apple, has not made any comment to the media. A Japanese analyst has stated, ""For Apple, the Japanese market is appealing in terms of quantity and price. There is room to expand tablet sales and a possibility the Japanese market expands if Apple’s mobile carrier partners increase.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-7,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 1, 2013, Apple India executives unveiled a plan to expand further into the Indian market, following Cook's acknowledgment of the country in July 2013 when sales results showed that iPhone sales in India grew 400% during the second quarter of 2013. In attendance at the confidential meeting were 20 CEOs and senior executives from telecom and electronic retail companies.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-8,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'A mid-October 2013 announcement revealed that Burberry executive Angela Ahrendts will commence as a senior vice president at Apple in mid-2014. Ahrendts oversaw Burberry's digital strategy for almost eight years and, during her tenure, sales increased to about US$3.2 billion (2 billion pounds) and shares gained more than threefold. In a company wide memo sent on the morning of October 15, 2013, Cook explained the decision to hire Ahrendts:",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-9,2,0,0,1,0,0,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'She [Ahrendts] shares our values and our focus on innovation. She places the same strong emphasis as we do on the customer experience. She cares deeply about people and embraces our view that our most important resource and our soul is our people. She believes in enriching the lives of others and she is wicked smart.,'1-1-2-1-2-2-2-2-1-1-1-1-3-2-10,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On November 24, 2013, Apple Inc. confirmed the purchase of PrimeSense, an Israeli 3D sensing company based in Tel Aviv. In the following month, Apple Inc. purchased social analytics firm Topsy, one of a small number of firms with real-time access to the messages that appear on Twitter (every tweet published since 2006 is within its scope). Debra Aho Williamson, an analyst with EMarketer Inc., explained: “A key point is they are one of the few companies that has access to the Twitter fire hose and can do real-time analysis of the trends and discussions happening on Twitter.” While an exact amount is unknown, the deal was apparently worth more than US$200 million, according to people with knowledge of the secret deal, and Apple spokespeople refused to disclose a purpose at the time of the acquisition.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-11,2,0,0,1,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On December 6, 2013, Apple Inc. launched iBeacon technology across its 254 U.S. retail stores. Using Bluetooth wireless technology, iBeacon senses the user's exact location within the Apple store and sends the user messages about products, events and other information, tailored to the user's location. iBeacon works as long as the user has downloaded the Apple Store app and has expressly permitted Apple to track them.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-12,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On February 4, 2014, Cook met with Abdullah Gül, the President of Turkey, in Ankara to discuss the company's involvement in the Fatih project. Cook also confirmed that Turkey's first Apple Retail Store will be opened in Istanbul in April 2014.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-13,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'During the proceedings of the Apple Inc. v. Samsung Electronics Co., Ltd. lawsuits, a previously confidential email, written by Jobs a year before his death, was presented and its content became publicly available in early April 2014. With a subject line that reads ""Top 100 – A,"" the email was sent only to the company's 100 most senior employees and outlines Jobs's vision of Apple Inc.'s future under 10 subheadings, including a ""2011 Strategy."" Notably, Jobs declares a ""Holy War with Google"" for 2011 and schedules a ""new campus"" for 2015.",'1-1-2-1-2-2-2-2-1-1-1-1-3-2-14,2,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Products,'1-1-2-1-2-2-2-2-1-1-1-1-4-1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,2,C
'See also: Timeline of Apple products and List of products discontinued by Apple Inc.,'1-1-2-1-2-2-2-2-1-1-1-1-4-2,1,0,0,1,0,2,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,N
'Mac,'1-1-2-1-2-2-2-2-1-1-1-1-5-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,I
'Main article: Macintosh,'1-1-2-1-2-2-2-2-1-1-1-1-5-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'See also: Timeline of Macintosh models, List of Macintosh models grouped by CPU type, and List of Macintosh models by case type",'1-1-2-1-2-2-2-2-1-1-1-1-5-2-2,1,0,0,1,0,2,1,1,1,2,1,0,1,1,1,0,0,0,0,0,1,1,2,N
"'MacBook Air: Consumer ultra-thin, ultra-portable notebook, introduced in 2008.
MacBook Pro: Professional notebook, introduced in 2006.
Mac Mini: Consumer sub-desktop computer and server, introduced in 2005.
iMac: Consumer all-in one desktop computer, introduced in 1998.
Mac Pro: Workstation desktop computer, introduced in 2006.",'1-1-2-1-2-2-2-2-1-1-1-1-5-2-3,2,1,0,1,0,2,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,3,I
"'Apple sells a variety of computer accessories for Macs, including Thunderbolt Display, Magic Mouse, Magic Trackpad, Wireless Keyboard, Battery Charger, the AirPort wireless networking products, and Time Capsule.",'1-1-2-1-2-2-2-2-1-1-1-1-5-2-4,1,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'iPad,'1-1-2-1-2-2-2-2-1-1-1-1-6-1,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Main article: iPad,'1-1-2-1-2-2-2-2-1-1-1-1-6-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'On January 27, 2010, Apple introduced their much-anticipated media tablet, the iPad, running a modified version of iOS. It offers multi-touch interaction with multimedia formats including newspapers, magazines, ebooks, textbooks, photos, movies, videos of TV shows, music, word processing documents, spreadsheets, videogames, and most existing iPhone apps. It also includes a mobile version of Safari for web browsing, as well as access to the App Store, iTunes Library, iBookstore, contacts, and notepad. Content is downloadable via Wi-Fi and optional 3G service or synced through the user's computer. AT&T was initially the sole US provider of 3G wireless access for the iPad.",'1-1-2-1-2-2-2-2-1-1-1-1-6-2-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On March 2, 2011, Apple introduced the iPad 2, which had a faster processor and a camera on the front and back. It also added support for optional 3G service provided by Verizon in addition to the existing offering by AT&T. However, the availability of the iPad 2 has been limited as a result of the devastating earthquake and ensuing tsunami in Japan in March 2011.",'1-1-2-1-2-2-2-2-1-1-1-1-6-2-3,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On March 7, 2012, Apple introduced the third-generation iPad, marketed as ""the new iPad"". It added LTE service from AT&T or Verizon, the upgraded A5X processor, and the Retina display (2048 by 1536 resolution), originally implemented on the iPhone 4 and iPhone 4S. The dimensions and form factor remained relatively unchanged, with the new iPad being a fraction thicker and heavier than the previous version, and minor positioning changes.",'1-1-2-1-2-2-2-2-1-1-1-1-6-2-4,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 23, 2012, Apple's fourth-generation iPad came out, marketed as the ""iPad with Retina display"". It added the upgraded A6X processor and replaced the traditional 30-pin dock connector with the all-digital Lightning connector. The iPad Mini was also introduced, with a reduced 7.9-inch display and featuring much of the same internal specifications as the iPad 2.",'1-1-2-1-2-2-2-2-1-1-1-1-6-2-5,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 22, 2013, Apple introduced the iPad Air. It added the new 64 bit Apple-A7 processor. The iPad mini with Retina Display was also introduced, featuring the Apple-A7 processor as well.",'1-1-2-1-2-2-2-2-1-1-1-1-6-2-6,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Since its launch, iPad users have downloaded three billion apps, while the total number of App Store downloads is over 25 billion.",'1-1-2-1-2-2-2-2-1-1-1-1-6-2-7,1,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'iPod,'1-1-2-1-2-2-2-2-1-1-1-1-7-1,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Main article: iPod,'1-1-2-1-2-2-2-2-1-1-1-1-7-2-1,0,0,0,1,0,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,I
"'On October 23, 2001, Apple introduced the iPod digital music player. Several updated models have since been introduced, and the iPod brand is now the market leader in portable music players by a significant margin, with more than 350 million units shipped as of September 2012. Apple has partnered with Nike to offer the Nike+iPod Sports Kit, enabling runners to synchronize and monitor their runs with iTunes and the Nike+ website.",'1-1-2-1-2-2-2-2-1-1-1-1-7-2-2,2,0,0,1,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,2,I
'Apple currently sells four variants of the iPod:,'1-1-2-1-2-2-2-2-1-1-1-1-7-2-3,0,0,0,1,0,0,0,2,1,2,1,1,0,1,0,0,0,0,0,0,1,1,2,I
"'iPod Shuffle: Ultra-portable digital audio player, currently available in a 2 GB model, introduced in 2005.",'1-1-2-1-2-2-2-2-1-1-1-1-7-2-4-1,1,1,0,1,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'iPod Nano: Portable media player, currently available in a 16 GB model, introduced in 2005. Earlier models featured the traditional iPod click wheel, though the current generation features a multi-touch interface and includes an FM radio and a pedometer.",'1-1-2-1-2-2-2-2-1-1-1-1-7-2-4-2,2,1,0,1,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'iPod Touch: Portable media player than runs iOS, currently available in 16, 32 and 64 GB models, introduced in 2007. The current generation, which released on September 12, 2012 features the Apple A5 processor, a Retina display, and dual cameras on the front (1.2 megapixel sensor) and back (5 megapixel iSight), the latter of which supports HD video recording at 1080p and Siri.",'1-1-2-1-2-2-2-2-1-1-1-1-7-2-4-3,2,1,0,1,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
